tconst,primary_title,start_year,genres,averagerating,studio,domestic_gross,year
tt1527186,Melancholia,2011,"Drama,Sci-Fi",7.2,Magn.,3000000.0,2011
tt1527835,Archipelago,2010,Drama,6.3,KL,7800.0,2014
tt1528071,Horns,2013,"Crime,Drama,Fantasy",6.5,RTWC,174000.0,2014
tt1528100,Exodus: Gods and Kings,2014,"Action,Adventure,Drama",6.0,Fox,65000000.0,2014
tt1528854,Daddy's Home,2015,Comedy,6.2,Par.,150400000.0,2015
tt1529567,Sea Rex 3D: Journey to a Prehistoric World,2010,Documentary,6.9,3D,6100000.0,2010
tt1530983,Red Hill,2010,"Thriller,Western",6.4,Strand,21100.0,2010
tt1531663,Everything Must Go,2010,"Comedy,Drama",6.4,RAtt.,2700000.0,2011
tt1531901,Byzantium,2012,"Drama,Fantasy,Horror",6.5,IFC,89200.0,2013
tt1532503,Beginners,2010,"Comedy,Drama,Romance",7.2,Focus,5800000.0,2011
tt1532958,Battle of the Year,2013,"Drama,Music",5.1,SGem,8900000.0,2013
tt1533117,Let the Bullets Fly,2010,"Action,Comedy,Western",7.4,Vari.,63000.0,2012
tt1533749,Shaolin,2011,"Action,Drama",6.9,Vari.,66100.0,2011
tt1535108,Elysium,2013,"Action,Drama,Sci-Fi",6.6,TriS,93100000.0,2013
tt1535109,Captain Phillips,2013,"Biography,Drama,Thriller",7.8,Sony,107100000.0,2013
tt1535438,Hope Springs,2012,"Comedy,Drama,Romance",6.3,Sony,63500000.0,2012
tt1535612,The Son of No One,2011,"Action,Crime,Drama",5.1,Anch.,30700.0,2011
tt1535970,The Ledge,2011,"Drama,Romance,Thriller",6.5,IFC,9200.0,2011
tt1536044,Paranormal Activity 2,2010,Horror,5.7,Par.,84800000.0,2010
tt1536048,W.E.,2011,"Drama,History,Romance",6.3,Wein.,583000.0,2012
tt1538403,The Mortal Instruments: City of Bones,2013,"Action,Fantasy,Horror",5.9,SGem,31200000.0,2013
tt1540011,Blair Witch,2016,"Horror,Mystery,Thriller",5.0,LGF,20800000.0,2016
tt1540128,Playing for Keeps,2012,"Comedy,Romance,Sport",5.7,FD,13100000.0,2012
tt1540133,The Guard,2011,"Comedy,Crime,Thriller",7.3,SPC,5400000.0,2011
tt1540814,Casino Jack and the United States of Money,2010,Documentary,7.1,Magn.,177000.0,2010
tt1541160,Flypaper,2011,"Comedy,Crime,Mystery",6.4,IFC,5000.0,2011
tt1541995,Snow Flower and the Secret Fan,2011,"Drama,History",6.1,FoxS,1300000.0,2011
tt1542344,127 Hours,2010,"Adventure,Biography,Drama",7.6,FoxS,18300000.0,2010
tt1542852,Carancho,2010,"Crime,Drama,Romance",6.9,Strand,85500.0,2011
tt1545759,Point Blank,2010,"Action,Crime,Drama",6.8,Magn.,708000.0,2011
tt1547234,Premium Rush,2012,"Action,Crime,Thriller",6.5,Sony,20300000.0,2012
tt1549572,Another Earth,2011,"Drama,Romance,Sci-Fi",7.0,FoxS,1300000.0,2011
tt1549589,Elles,2011,Drama,5.6,KL,158000.0,2012
tt1549920,The Last Stand,2013,"Action,Thriller",6.4,LGF,12100000.0,2013
tt1550903,The Little Death,2010,Drama,6.0,Magn.,18200.0,2015
tt1554091,A Better Life,2011,"Drama,Romance",7.2,Sum.,1800000.0,2011
tt1555064,Country Strong,2010,"Drama,Music",6.3,SGem,20200000.0,2010
tt1555069,Mary Queen of Scots,2013,"Biography,Drama,History",5.5,Focus,16500000.0,2018
tt1555149,Elite Squad: The Enemy Within,2010,"Action,Crime,Drama",8.0,Vari.,100000.0,2011
tt1555218,Wetlands,2011,Drama,6.9,Strand,59500.0,2014
tt1556190,Nostalgia for the Light,2010,Documentary,7.6,Icar.,164000.0,2011
tt1558250,GasLand,2010,Documentary,7.7,WOW,30800.0,2010
tt1559549,Restrepo,2010,"Documentary,War",7.5,NGE,1300000.0,2010
tt1560747,The Master,2012,Drama,7.1,Wein.,16399999.0,2012
tt1560985,The Devil Inside,2012,Horror,4.2,Par.,53300000.0,2012
tt1562568,Higher Ground,2011,Drama,6.3,SPC,842000.0,2011
tt1562859,Golmaal 3,2010,"Action,Comedy",5.4,Eros,1100000.0,2010
tt1562872,Zindagi Na Milegi Dobara,2011,"Comedy,Drama",8.1,Eros,3100000.0,2011
tt1563738,One Day,2011,"Drama,Romance",7.0,Focus,13800000.0,2011
tt1564349,Dolphin Tale,2011,"Drama,Family",6.9,WB,72300000.0,2011
tt1564585,Skyline,2010,"Action,Sci-Fi,Thriller",4.4,Uni.,21400000.0,2010
tt1568338,Man on a Ledge,2012,"Action,Adventure,Crime",6.6,LG/S,18600000.0,2012
tt1568346,The Girl with the Dragon Tattoo,2011,"Crime,Drama,Mystery",7.8,MBox,10100000.0,2010
tt1568911,War Horse,2011,"Drama,History,War",7.2,BV,79900000.0,2011
tt1568921,The Secret World of Arrietty,2010,"Adventure,Animation,Family",7.6,BV,19200000.0,2012
tt1570728,"Crazy, Stupid, Love.",2011,"Comedy,Drama,Romance",7.4,WB,84400000.0,2011
tt1570982,Celine: Through the Eyes of the World,2010,"Documentary,Music",7.9,Sony,,2010
tt1570989,Tiny Furniture,2010,"Comedy,Drama,Romance",6.2,IFC,392000.0,2010
tt1571222,A Dangerous Method,2011,"Biography,Drama,Romance",6.4,SPC,5700000.0,2011
tt1571234,Mortal Engines,2018,"Action,Adventure,Fantasy",6.1,Uni.,16000000.0,2018
tt1571249,The Skeleton Twins,2014,"Comedy,Drama,Romance",6.8,RAtt.,5300000.0,2014
tt1572311,Tees Maar Khan,2010,"Comedy,Crime",2.6,UTV,1100000.0,2010
tt1572315,Texas Chainsaw 3D,2013,"Horror,Thriller",4.8,LGF,34300000.0,2013
tt1572491,The Last Circus,2010,"Comedy,Drama,Horror",6.6,Magn.,40500.0,2011
tt1573072,Housefull,2010,Comedy,5.5,Eros,1200000.0,2010
tt1576702,Skin Trade,2010,Documentary,8.8,Magn.,1200.0,2015
tt1578261,Break Ke Baad,2010,"Comedy,Drama,Romance",5.2,Relbig.,428000.0,2010
tt1578275,The Dilemma,2011,"Comedy,Drama",5.3,Uni.,48500000.0,2011
tt1579361,Chasing Ice,2012,"Biography,Documentary",7.8,SD,1300000.0,2012
tt1582248,Puncture,2011,"Biography,Drama",6.9,MNE,68900.0,2011
tt1582271,The Good Doctor,2011,"Drama,Thriller",5.5,Magn.,5200.0,2012
tt1582524,Kedi,2010,Action,4.9,Osci.,2800000.0,2017
tt1583420,Larry Crowne,2011,"Comedy,Drama,Romance",6.1,Uni.,35600000.0,2011
tt1583421,G.I. Joe: Retaliation,2013,"Action,Adventure,Sci-Fi",5.8,Par.,122500000.0,2013
tt1583737,Unforgivable,2011,Drama,5.8,Strand,154000.0,2012
tt1584016,Catfish,2010,"Documentary,Drama,Mystery",7.1,Rog.,3200000.0,2010
tt1584131,The Last Godfather,2010,"Comedy,Crime,Romance",3.7,RAtt.,164000.0,2011
tt1585558,Bodyguard,2010,Comedy,6.7,Relbig.,1800000.0,2011
tt1586265,What to Expect When You're Expecting,2012,"Comedy,Drama,Romance",5.7,LGF,41200000.0,2012
tt1586752,Machine Gun Preacher,2011,"Action,Biography,Crime",6.8,Rela.,539000.0,2011
tt1587310,Maleficent,2014,"Action,Adventure,Family",7.0,BV,241400000.0,2014
tt1587707,Exit Through the Gift Shop,2010,"Comedy,Crime,Documentary",8.0,PDA,3300000.0,2010
tt1588170,I Saw the Devil,2010,"Action,Crime,Drama",7.8,Magn.,129000.0,2011
tt1588173,Warm Bodies,2013,"Comedy,Horror,Romance",6.9,LG/S,66400000.0,2013
tt1588334,"Jeff, Who Lives at Home",2011,"Comedy,Drama",6.5,ParV,4300000.0,2012
tt1588337,Of Gods and Men,2010,"Drama,History",7.2,SPC,4000000.0,2011
tt1588353,Bang Bang,2011,Drama,7.6,FIP,2500000.0,2014
tt1588875,How I Ended This Summer,2010,Drama,7.0,FM,8700.0,2011
tt1588895,Uncle Boonmee Who Can Recall His Past Lives,2010,"Drama,Fantasy",6.7,Strand,184000.0,2011
tt1590013,The Last Sentence,2012,"Biography,Drama",6.1,MBox,62500.0,2014
tt1590024,"If I Want to Whistle, I Whistle",2010,Drama,7.2,FM,12100.0,2011
tt1590157,Special Treatment,2010,"Comedy,Drama",5.6,FRun,8900.0,2011
tt1590193,The Commuter,2018,"Action,Mystery,Thriller",6.3,LGF,36300000.0,2018
tt1591095,Insidious,2010,"Horror,Mystery,Thriller",6.9,FD,54000000.0,2011
tt1591479,Act of Valor,2012,"Action,Adventure,Drama",6.5,Rela.,70000000.0,2012
tt1592281,Take This Waltz,2011,"Comedy,Drama",6.6,Magn.,1200000.0,2012
tt1592525,Lockout,2012,"Action,Sci-Fi,Thriller",6.1,FD,14300000.0,2012
tt1594562,The Innkeepers,2011,"Drama,Horror,Mystery",5.5,Magn.,78400.0,2012
tt1594972,Norm of the North,2016,"Adventure,Animation,Comedy",3.6,LGF,17100000.0,2016
tt1596343,Fast Five,2011,"Action,Crime,Thriller",7.3,Uni.,209800000.0,2011
tt1596345,Pawn Sacrifice,2014,"Biography,Drama,Sport",7.0,BST,2400000.0,2015
tt1596346,Soul Surfer,2011,"Biography,Drama,Family",7.1,TriS,43900000.0,2011
tt1596350,This Means War,2012,"Action,Comedy,Romance",6.3,Fox,54800000.0,2012
tt1596363,The Big Short,2015,"Biography,Comedy,Drama",7.8,Par.,70300000.0,2015
tt1596365,The Woman in Black,2012,"Drama,Fantasy,Horror",6.4,CBS,54300000.0,2012
tt1596753,Salinger,2013,Documentary,6.7,Wein.,584000.0,2013
tt1598642,Z for Zachariah,2015,"Drama,Sci-Fi,Thriller",6.0,RAtt.,121000.0,2015
tt1598778,Contagion,2011,"Action,Drama,Thriller",6.6,WB,75700000.0,2011
tt1598822,New Year's Eve,2011,"Comedy,Romance",5.7,WB (NL),54500000.0,2011
tt1599975,The Princess of Montpensier,2010,"Action,Drama,History",6.4,IFC,352000.0,2011
tt1600195,Abduction,2011,"Action,Mystery,Thriller",5.1,LGF,28100000.0,2011
tt1600196,The Drop,2014,"Crime,Drama",7.1,FoxS,10700000.0,2014
tt1600207,The Eye of the Storm,2011,Drama,6.3,SEG,83600.0,2012
tt1600524,Heartbeats,2010,"Drama,Romance",7.2,IFC,68700.0,2011
tt1601913,The Grey,2011,"Action,Adventure,Drama",6.8,ORF,51600000.0,2012
tt1602098,Albert Nobbs,2011,"Drama,Romance",6.7,RAtt.,3000000.0,2012
tt1602472,2 Days in New York,2012,"Comedy,Drama,Romance",6.0,Magn.,633000.0,2012
tt1602613,Only God Forgives,2013,"Crime,Drama",5.7,RTWC,779000.0,2013
tt1602620,Amour,2012,"Drama,Romance",7.9,SPC,6700000.0,2012
tt1603257,ATM,2012,"Horror,Thriller",4.7,IFC,3000.0,2012
tt1604171,Prom,2011,"Comedy,Drama,Family",5.4,BV,10100000.0,2011
tt1605630,American Reunion,2012,Comedy,6.7,Uni.,57000000.0,2012
tt1605717,Frank,2014,"Comedy,Drama,Music",7.0,Magn.,645000.0,2014
tt1605769,The Monk,2011,"Drama,Mystery,Thriller",5.8,ATO,13500.0,2013
tt1605776,The Visit,2010,"Comedy,Drama,Romance",8.3,Uni.,65200000.0,2015
tt1605777,The Woman in the Fifth,2011,"Drama,Mystery,Thriller",5.4,ATO,114000.0,2012
tt1605798,Effie Gray,2014,"Biography,Drama,Romance",5.9,AF,353000.0,2015
tt1606259,Knuckle,2011,"Biography,Documentary,Drama",6.8,Vita.,2600.0,2011
tt1606378,A Good Day to Die Hard,2013,"Action,Thriller",5.3,Fox,67300000.0,2013
tt1606389,The Vow,2012,"Drama,Romance",6.8,SGem,125000000.0,2012
tt1606392,Win Win,2011,"Comedy,Drama,Sport",7.2,FoxS,10200000.0,2011
tt1608290,Zoolander 2,2016,Comedy,4.7,Par.,28800000.0,2016
tt1609479,Better Living Through Chemistry,2014,"Comedy,Drama",6.3,Gold.,75100.0,2014
tt1610452,Band Baaja Baaraat,2010,"Comedy,Drama,Romance",7.2,Yash,43800.0,2010
tt1611224,Abraham Lincoln: Vampire Hunter,2012,"Action,Fantasy,Horror",5.9,Fox,37500000.0,2012
tt1612774,Rubber,2010,"Comedy,Fantasy,Horror",5.8,Magn.,100000.0,2011
tt1613750,Kon-Tiki,2012,"Adventure,History",7.2,Wein.,1500000.0,2013
tt1614989,Headhunters,2011,"Action,Crime,Thriller",7.6,Magn.,1200000.0,2012
tt1615147,Margin Call,2011,"Drama,Thriller",7.1,RAtt.,5400000.0,2011
tt1615160,The Foreigner,2017,"Action,Thriller",7.0,STX,34400000.0,2017
tt1615918,Alvin and the Chipmunks: Chipwrecked,2011,"Adventure,Animation,Comedy",4.4,Fox,133100000.0,2011
tt1616195,J. Edgar,2011,"Biography,Crime,Drama",6.6,WB,37300000.0,2011
tt1617661,Jupiter Ascending,2015,"Action,Adventure,Sci-Fi",5.3,WB,47400000.0,2015
tt1618421,White Lion,2010,"Drama,Family",6.7,Scre.,,2010
tt1618430,Dum Maaro Dum,2011,"Action,Crime,Drama",6.2,FoxS,564000.0,2011
tt1618442,The Last Witch Hunter,2015,"Action,Adventure,Fantasy",6.0,LG/S,27400000.0,2015
tt1618445,The We and the I,2012,Drama,6.1,P/108,42200.0,2013
tt1618447,Goodbye First Love,2011,"Drama,Romance",6.6,IFC,95000.0,2012
tt1619029,Jackie,2016,"Biography,Drama,History",6.7,FoxS,14000000.0,2016
tt1620604,We Are What We Are,2010,"Drama,Horror",5.7,EOne,81400.0,2013
tt1620680,A Wrinkle in Time,2018,"Adventure,Family,Fantasy",4.2,BV,100500000.0,2018
tt1620935,Bleed for This,2016,"Biography,Drama,Sport",6.8,ORF,5100000.0,2016
tt1621039,Free Birds,2013,"Adventure,Animation,Comedy",5.9,Rela.,55800000.0,2013
tt1621045,Think Like a Man,2012,"Comedy,Romance",6.6,SGem,91500000.0,2012
tt1622547,30 Minutes or Less,2011,"Action,Comedy,Crime",6.1,Sony,37100000.0,2011
tt1622979,Final Destination 5,2011,Horror,5.9,WB (NL),42600000.0,2011
tt1623008,The Arbor,2010,"Biography,Documentary,Drama",7.2,Strand,21600.0,2011
tt1623288,ParaNorman,2012,"Adventure,Animation,Comedy",7.0,Focus,56000000.0,2012
tt1623745,Little Birds,2011,Drama,6.2,MNE,17700.0,2012
tt1625150,North Sea Texas,2011,"Drama,Romance",7.2,Strand,28300.0,2012
tt1625346,Young Adult,2011,"Comedy,Drama",6.3,Par.,16300000.0,2011
tt1627924,Mausam,2011,"Drama,Romance,War",4.8,Eros,728000.0,2011
tt1627937,The Journey,2010,Family,6.4,IFC,155000.0,2017
tt1628841,Independence Day: Resurgence,2016,"Action,Adventure,Sci-Fi",5.2,Fox,103100000.0,2016
tt1629705,Blackthorn,2011,"Action,Adventure,Western",6.6,Magn.,201000.0,2011
tt1629757,Chasing Mavericks,2012,"Biography,Drama,Sport",7.2,Fox,6000000.0,2012
tt1630036,Courageous,2011,Drama,7.0,TriS,34500000.0,2011
tt1631867,Edge of Tomorrow,2014,"Action,Sci-Fi",7.9,WB,100200000.0,2014
tt1632705,Creed,2010,Horror,6.6,WB (NL),109800000.0,2015
tt1632708,Friends with Benefits,2011,"Comedy,Romance",6.6,SGem,55800000.0,2011
tt1633356,Shark Night 3D,2011,"Horror,Thriller",4.0,Rela.,18900000.0,2011
tt1634121,Intruders,2011,"Fantasy,Horror,Thriller",5.4,MNE,69100.0,2012
tt1634122,Johnny English Reborn,2011,"Action,Adventure,Comedy",6.3,Uni.,8300000.0,2011
tt1634136,Violet & Daisy,2011,"Action,Comedy,Crime",6.1,Cdgm.,17200.0,2013
tt1634286,Grassroots,2012,"Comedy,Drama",5.3,Gold.,12400.0,2012
tt1636456,The Intern,2010,,5.5,WB,75800000.0,2015
tt1636826,Project X,2012,Comedy,6.7,WB,54700000.0,2012
tt1637681,Flowers,2010,Drama,6.8,MBox,61600.0,2015
tt1637688,In Time,2011,"Action,Crime,Drama",6.7,Fox,37500000.0,2011
tt1637706,Our Idiot Brother,2011,"Comedy,Drama",6.4,Wein.,24800000.0,2011
tt1637725,Ted,2012,"Comedy,Fantasy",6.9,Uni.,218800000.0,2012
tt1638002,"Love, Rosie",2014,"Comedy,Romance",7.2,TFA,20400.0,2015
tt1638353,The Patience Stone,2012,"Drama,War",7.1,SPC,149000.0,2013
tt1638362,Client 9: The Rise and Fall of Eliot Spitzer,2010,Documentary,7.4,Magn.,189000.0,2010
tt1638364,The Armstrong Lie,2013,"Biography,Documentary,Sport",7.3,SPC,383000.0,2013
tt1639901,A Screaming Man,2010,Drama,6.7,FM,9900.0,2011
tt1640484,Jumping the Broom,2011,"Comedy,Drama",5.7,TriS,37300000.0,2011
tt1640486,Inside Out,2011,"Crime,Drama",4.6,BV,356500000.0,2015
tt1640548,Rampart,2011,"Crime,Drama",5.8,MNE,973000.0,2012
tt1640680,Armadillo,2010,"Documentary,War",7.5,Lorb.,14600.0,2011
tt1641410,Terraferma,2011,Drama,6.8,Cohen,20000.0,2013
tt1641624,My Piece of the Pie,2011,"Comedy,Drama",5.8,IFC,6900.0,2011
tt1645080,The Art of Getting By,2011,"Drama,Romance",6.6,FoxS,1400000.0,2011
tt1645089,Inside Job,2010,"Crime,Documentary",8.3,SPC,4300000.0,2010
tt1645170,The Dictator,2012,Comedy,6.4,Par.,59700000.0,2012
tt1646111,"Life, Above All",2010,Drama,7.1,SPC,134000.0,2011
tt1646114,My Joy,2010,"Adventure,Drama",6.9,KL,6300.0,2011
tt1646971,How to Train Your Dragon 2,2014,"Action,Adventure,Animation",7.8,Fox,177000000.0,2014
tt1646974,The Names of Love,2010,"Comedy,Drama,Romance",7.2,MBox,514000.0,2011
tt1646975,Le Quattro Volte,2010,Drama,7.2,Lorb.,153000.0,2011
tt1646980,The Double,2011,"Action,Crime,Drama",5.9,Imag.,138000.0,2011
tt1646987,Wrath of the Titans,2012,"Action,Adventure,Fantasy",5.7,WB,83700000.0,2012
tt1647668,Million Dollar Arm,2014,"Biography,Drama,Sport",7.0,BV,36500000.0,2014
tt1648179,Here Comes the Boom,2012,"Action,Comedy,Sport",6.4,Sony,45300000.0,2012
tt1648190,The Dark Tower,2017,"Action,Adventure,Fantasy",5.7,Sony,50700000.0,2017
tt1649419,The Impossible,2012,"Drama,History,Thriller",7.6,LG/S,19000000.0,2012
tt1649433,Vidal Sassoon: The Movie,2010,Documentary,6.5,P4,86000.0,2011
tt1650043,Diary of a Wimpy Kid: Rodrick Rules,2011,"Comedy,Family",6.6,Fox,52700000.0,2011
tt1650062,Super 8,2011,"Mystery,Sci-Fi,Thriller",7.0,Par.,127000000.0,2011
tt1650407,"Turn Me On, Dammit!",2011,"Comedy,Romance",6.3,NYer,126000.0,2012
tt1650453,I Wish,2011,Drama,7.4,Magn.,146000.0,2012
tt1650554,Kick-Ass 2,2013,"Action,Comedy,Crime",6.6,Uni.,28800000.0,2013
tt1653911,Mozart's Sister,2010,"Biography,Drama,Music",6.4,MBox,708000.0,2011
tt1655416,Mental,2012,"Comedy,Drama",6.2,Da.,17700.0,2013
tt1655420,My Week with Marilyn,2011,"Biography,Drama",7.0,Wein.,14600000.0,2011
tt1655441,The Age of Adaline,2015,"Drama,Fantasy,Romance",7.2,LGF,42600000.0,2015
tt1655442,The Artist,2011,"Comedy,Drama,Romance",7.9,Wein.,44700000.0,2011
tt1657299,The Decoy Bride,2011,"Comedy,Drama,Romance",6.2,IFC,800.0,2012
tt1657507,Colombiana,2011,"Action,Drama,Thriller",6.4,TriS,36700000.0,2011
tt1658801,Freeheld,2015,"Biography,Drama,Romance",6.5,LGF,573000.0,2015
tt1658837,The Tall Man,2012,"Crime,Drama,Horror",5.9,Imag.,,2012
tt1659337,The Perks of Being a Wallflower,2012,Drama,8.0,LG/S,17700000.0,2012
tt1659343,Universal Soldier: Day of Reckoning,2012,"Action,Horror,Mystery",5.1,Magn.,5500.0,2012
tt1660302,Our Children,2012,Drama,6.8,Distrib.,23200.0,2013
tt1661275,Their Finest,2016,"Comedy,Drama,Romance",6.8,STX,3600000.0,2017
tt1661382,Grudge Match,2013,"Comedy,Drama,Sport",6.4,WB,29800000.0,2013
tt1661420,Polisse,2011,"Crime,Drama",7.3,IFC,211000.0,2012
tt1663143,Fun Size,2012,"Adventure,Comedy",5.4,Par.,9400000.0,2012
tt1663202,The Revenant,2015,"Action,Adventure,Biography",8.0,Fox,183600000.0,2015
tt1663207,Life of Crime,2013,"Comedy,Crime",5.8,RAtt.,265000.0,2014
tt1663321,Chicken with Plums,2011,"Comedy,Drama",7.0,SPC,254000.0,2012
tt1663662,Pacific Rim,2013,"Action,Adventure,Sci-Fi",6.9,WB,101800000.0,2013
tt1664775,Pixels,2010,"Action,Comedy",4.6,Sony,78700000.0,2015
tt1664892,"Happy, Happy",2010,"Comedy,Drama",6.5,Magn.,45200.0,2011
tt1664894,Cave of Forgotten Dreams,2010,"Documentary,History",7.4,IFC,5300000.0,2011
tt1666185,All Eyez on Me,2017,"Biography,Drama,Music",5.8,LG/S,44900000.0,2017
tt1666186,Vampires Suck,2010,Comedy,3.4,Fox,36700000.0,2010
tt1666555,Anchor Baby,2010,"Drama,Thriller",7.0,AGF,15800.0,2011
tt1667130,The Green Wave,2010,Documentary,7.6,RF,,2012
tt1667307,Damsels in Distress,2011,"Comedy,Drama,Romance",5.7,SPC,1000000.0,2012
tt1667353,Mirror Mirror,2012,"Adventure,Comedy,Drama",5.6,Rela.,64900000.0,2012
tt1667838,I Hate Luv Storys,2010,"Comedy,Drama,Romance",5.7,UTV,848000.0,2010
tt1667889,Ice Age: Continental Drift,2012,"Adventure,Animation,Comedy",6.6,Fox,161300000.0,2012
tt1668200,Sarah's Key,2010,"Drama,War",7.5,Wein.,7700000.0,2011
tt1670345,Now You See Me,2013,"Crime,Mystery,Thriller",7.3,LG/S,117700000.0,2013
tt1673697,The Sapphires,2012,"Biography,Comedy,Drama",7.0,Wein.,2500000.0,2013
tt1674057,All Together,2011,"Comedy,Drama",6.7,KL,43200.0,2012
tt1674771,Entourage,2015,Comedy,6.6,WB,32400000.0,2015
tt1674773,Hannah Arendt,2012,"Biography,Drama",7.1,Zeit.,717000.0,2013
tt1675192,Take Shelter,2011,"Drama,Horror,Thriller",7.4,SPC,1700000.0,2011
tt1677720,Ready Player One,2018,"Action,Adventure,Sci-Fi",7.5,WB,137700000.0,2018
tt1678051,Soldiers of Fortune,2012,"Action,Thriller",4.3,RAtt.,38900.0,2012
tt1679335,Trolls,2016,"Adventure,Animation,Comedy",6.5,Fox,153700000.0,2016
tt1680045,360,2011,"Drama,Thriller",6.2,Magn.,100000.0,2012
tt1680136,Klown,2010,Comedy,7.2,Drft.,68800.0,2012
tt1682180,Stoker,2013,"Drama,Thriller",6.8,FoxS,1700000.0,2013
tt1683519,Wagner & Me,2010,"Biography,Documentary,History",7.0,FRun,37700.0,2012
tt1683526,Detachment,2011,Drama,7.7,Trib.,72700.0,2012
tt1683921,Sleepless Night,2011,"Action,Crime,Thriller",6.7,Trib.,3400.0,2012
tt1684233,Welcome to the Punch,2013,"Action,Crime,Thriller",6.1,IFC,9700.0,2013
tt1684628,Circumstance,2011,Drama,5.9,RAtt.,454000.0,2011
tt1686042,Girl on a Bicycle,2013,"Comedy,Drama,Romance",6.2,Mont.,91400.0,2014
tt1686784,Flying Swords of Dragon Gate,2011,"Action,Adventure",6.0,IM,170000.0,2012
tt1686821,Vampire Academy,2014,"Action,Comedy,Drama",5.5,Wein.,7800000.0,2014
tt1687247,Life in a Day,2011,"Documentary,Drama",7.7,NGE,253000.0,2011
tt1690389,You Ain't Seen Nothin' Yet,2012,"Comedy,Drama",6.4,KL,18900.0,2013
tt1690455,Dark Horse,2011,"Comedy,Drama",5.9,BM&DH,166000.0,2012
tt1690953,Despicable Me 2,2013,"Adventure,Animation,Comedy",7.4,Uni.,368100000.0,2013
tt1691152,David Lynch: The Art Life,2016,"Biography,Documentary",7.2,Jan.,171000.0,2017
tt1691323,Attenberg,2010,Drama,6.2,Strand,24000.0,2012
tt1691916,Before I Fall,2017,"Drama,Fantasy,Mystery",6.4,ORF,12200000.0,2017
tt1691917,Planes,2013,"Adventure,Animation,Comedy",5.7,BV,90300000.0,2013
tt1692325,Eyes Wide Open,2010,"Documentary,History",8.7,NAV,26300.0,2010
tt1694020,The Guilt Trip,2012,"Comedy,Drama",5.8,Par.,37100000.0,2012
tt1695405,The Loneliest Planet,2011,Thriller,5.5,IFC,130000.0,2012
tt1696535,El Bulli: Cooking in Progress,2010,Documentary,6.3,AM,237000.0,2011
tt1698641,"Alexander and the Terrible, Horrible, No Good, Very Bad Day",2014,"Comedy,Family",6.2,BV,67000000.0,2014
tt1699185,Free Men,2011,"Drama,History,Romance",6.6,FM,53800.0,2012
tt1699513,Beginning of the Great Revival,2011,"Drama,History",2.5,CL,151000.0,2011
tt1699518,The Young Karl Marx,2017,"Biography,Drama,History",6.6,Orch.,126000.0,2018
tt1700841,Sausage Party,2016,"Adventure,Animation,Comedy",6.2,Sony,97700000.0,2016
tt1700844,The Deep Blue Sea,2011,"Drama,Romance",6.3,MBox,1100000.0,2012
tt1700845,The Invisible Woman,2013,"Biography,Drama,History",6.2,SPC,1200000.0,2013
tt1702014,The Way He Looks,2014,"Drama,Romance",7.9,Strand,101000.0,2014
tt1702429,Eisenstein in Guanajuato,2015,"Biography,Comedy,Drama",6.3,Strand,34300.0,2016
tt1702439,Safe Haven,2013,"Drama,Romance,Thriller",6.7,Rela.,71300000.0,2013
tt1702443,Justin Bieber: Never Say Never,2011,"Documentary,Music",1.6,Par.,73000000.0,2011
tt1703957,Genius,2016,"Biography,Drama",6.6,RAtt.,1400000.0,2016
tt1703958,Ek Main Aur Ekk Tu,2012,"Comedy,Drama,Romance",5.8,UTV,1200000.0,2012
tt1704573,Bernie,2011,"Biography,Comedy,Crime",6.8,MNE,9200000.0,2012
tt1704619,Tabloid,2010,"Crime,Documentary",7.1,IFC,697000.0,2011
tt1706317,Tezz,2012,"Action,Crime,Thriller",3.9,Eros,230000.0,2012
tt1706598,Every Secret Thing,2014,"Crime,Drama,Mystery",6.1,SM,104000.0,2015
tt1706620,Snowpiercer,2013,"Action,Drama,Sci-Fi",7.1,RTWC,4600000.0,2014
tt1707392,Lovely Molly,2011,"Drama,Horror",5.3,Imag.,18500.0,2012
tt1708532,Ready,2011,"Action,Comedy",4.8,Eros,955000.0,2011
tt1708537,The Whale,2011,Documentary,8.1,Pala.,81900.0,2011
tt1710396,Joyful Noise,2012,"Comedy,Drama,Music",5.8,WB,30900000.0,2012
tt1710417,Lola Versus,2012,Comedy,5.5,FoxS,253000.0,2012
tt1711525,Office Christmas Party,2016,Comedy,5.8,Par.,54800000.0,2016
tt1712159,11-11-11,2011,"Horror,Mystery,Thriller",4.0,Rocket,32800.0,2011
tt1712170,Alex Cross,2012,"Action,Crime,Mystery",5.1,LG/S,25900000.0,2012
tt1712261,Triple 9,2016,"Crime,Thriller",6.3,ORF,12600000.0,2016
tt1713476,The Bay,2012,"Horror,Sci-Fi,Thriller",5.6,RAtt.,30700.0,2012
tt1714203,Piranha 3DD,2012,"Comedy,Horror",3.7,W/Dim.,377000.0,2012
tt1714206,The Spectacular Now,2013,"Comedy,Drama,Romance",7.1,A24,6900000.0,2013
tt1714209,In the Land of Blood and Honey,2011,"Drama,Romance,War",4.4,FD,304000.0,2011
tt1714866,Midnight's Children,2012,Drama,6.2,P/108,190000.0,2013
tt1714915,Only Lovers Left Alive,2013,"Comedy,Drama,Fantasy",7.3,SPC,1900000.0,2014
tt1715336,Anna,2013,"Drama,Mystery,Sci-Fi",6.5,VE,4300.0,2014
tt1715873,10 Years,2011,"Comedy,Drama,Romance",6.1,Anch.,203000.0,2012
