tconst,primary_title,start_year,genres,averagerating,studio,domestic_gross,year
tt3471098,Maggie's Plan,2015,"Comedy,Drama,Romance",6.2,SPC,3400000.0,2016
tt3473418,In Between,2013,"Documentary,Drama,Romance",7.2,FM,108000.0,2018
tt3480796,Vice,2015,"Action,Adventure,Sci-Fi",4.2,Annapurna,47800000.0,2018
tt3480886,Ma ma,2015,Drama,6.4,Osci.,47300.0,2016
tt3483612,Hamari Adhuri Kahani,2015,"Drama,Romance",6.7,FIP,235000.0,2015
tt3486542,Mediterranea,2015,Drama,6.5,IFC,22100.0,2015
tt3486626,The Nut Job 2: Nutty by Nature,2017,"Adventure,Animation,Comedy",5.5,ORF,28400000.0,2017
tt3498820,Captain America: Civil War,2016,"Action,Adventure,Sci-Fi",7.8,BV,408100000.0,2016
tt3501632,Thor: Ragnarok,2017,"Action,Adventure,Comedy",7.9,BV,315100000.0,2017
tt3504604,Steve McQueen: The Man & Le Mans,2015,Documentary,6.8,FR,6800.0,2015
tt3505712,Time Out of Mind,2014,Drama,5.7,IFC,167000.0,2015
tt3505950,Beijing Love Story,2014,"Drama,Romance",5.8,CL,428000.0,2014
tt3508840,The Assassin,2015,"Action,Drama,History",6.3,WGUSA,633000.0,2015
tt3511542,That Demon Within,2014,"Action,Crime",6.0,CL,172000.0,2014
tt3521126,The Disaster Artist,2017,"Biography,Comedy,Drama",7.4,A24,21100000.0,2017
tt3521134,The Look of Silence,2014,"Biography,Documentary,History",8.3,Drft.,109000.0,2015
tt3521164,Moana,2016,"Adventure,Animation,Comedy",7.6,BV,248800000.0,2016
tt3522806,Mechanic: Resurrection,2016,"Action,Adventure,Thriller",5.7,LG/S,21200000.0,2016
tt3526706,Chevalier,2015,"Comedy,Drama",6.3,Strand,25700.0,2016
tt3530002,The Night Before,2015,"Adventure,Comedy,Fantasy",6.4,Sony,43000000.0,2015
tt3532216,American Made,2017,"Action,Biography,Comedy",7.2,Uni.,51300000.0,2017
tt3539664,Dior and I,2014,Documentary,7.3,Orch.,1000000.0,2015
tt3544082,45 Years,2015,"Drama,Romance",7.1,IFC,4200000.0,2015
tt3544112,Sing Street,2016,"Comedy,Drama,Music",8.0,Wein.,3200000.0,2016
tt3544326,Empire of Lust,2015,"Action,Drama,Romance",5.9,CJ,10700.0,2015
tt3549206,The Music of Strangers,2015,"Documentary,Music",7.7,Orch.,1200000.0,2016
tt3553442,Whiskey Tango Foxtrot,2016,"Biography,Comedy,Drama",6.6,Par.,23100000.0,2016
tt3553976,Captain Fantastic,2016,"Comedy,Drama",7.9,BST,5900000.0,2016
tt3554418,Khoobsurat,2014,"Comedy,Romance",6.4,UTV,711000.0,2014
tt3564472,Girls Trip,2017,"Comedy,Drama",6.2,Uni.,115200000.0,2017
tt3566788,Songs My Brothers Taught Me,2015,Drama,6.8,KL,34800.0,2016
tt3566920,The Other Side of the Door,2014,Drama,3.8,Fox,3000000.0,2016
tt3571882,Neruda,2014,"Action,Drama,History",5.1,Orch.,939000.0,2016
tt3576084,Zero Motivation,2014,"Comedy,Drama",7.3,Zeit.,116000.0,2014
tt3576728,Bilal: A New Breed of Hero,2015,"Action,Adventure,Animation",8.0,VE,491000.0,2018
tt3577624,A Perfect Day,2015,"Comedy,Drama,War",6.8,IFC,14000.0,2016
tt3592176,Chic!,2015,"Comedy,Drama",5.4,Distrib.,5600.0,2015
tt3605418,Knock Knock,2015,"Drama,Thriller",4.9,LGP,36300.0,2015
tt3606752,Cars 3,2017,"Adventure,Animation,Comedy",6.8,BV,152900000.0,2017
tt3606756,Incredibles 2,2018,"Action,Adventure,Animation",7.7,BV,608600000.0,2018
tt3606888,A Street Cat Named Bob,2016,"Biography,Comedy,Drama",7.4,Cleopatra,82700.0,2016
tt3612616,Mommy,2014,Drama,8.1,RAtt.,3500000.0,2014
tt3614530,Jem and the Holograms,2015,"Adventure,Drama,Family",4.1,Uni.,2200000.0,2015
tt3616916,The Wave,2015,"Action,Drama,Thriller",6.7,Magn.,177000.0,2016
tt3622592,Paper Towns,2015,"Comedy,Drama,Mystery",6.3,Fox,32000000.0,2015
tt3623726,Ricki and the Flash,2015,"Comedy,Drama,Music",5.9,TriS,26800000.0,2015
tt3628584,Barbershop: The Next Cut,2016,"Comedy,Drama",5.9,WB (NL),54000000.0,2016
tt3638396,Closet Monster,2015,"Drama,Fantasy,Mystery",7.0,Strand,42200.0,2016
tt3640424,Allied,2016,"Action,Drama,Romance",7.1,Par.,40100000.0,2016
tt3640682,I Smile Back,2015,Drama,6.1,BG,58700.0,2015
tt3651326,In the Shadow of Women,2015,"Drama,Romance",6.5,Distrib.,50300.0,2016
tt3652526,Fire at Sea,2016,Documentary,6.8,KL,121000.0,2016
tt3659388,The Martian,2015,"Adventure,Drama,Sci-Fi",8.0,Fox,228400000.0,2015
tt3660770,Monkey Kingdom,2015,Documentary,7.3,BV,16399999.0,2015
tt3666024,The Red Turtle,2016,"Animation,Fantasy",7.5,SPC,922000.0,2017
tt3667798,The Breakup Guru,2014,Comedy,4.3,CL,209000.0,2014
tt3672840,Dragon Blade,2015,"Action,Adventure,Drama",6.0,LGP,74100.0,2015
tt3674140,The Salt of the Earth,2014,"Biography,Documentary,History",8.4,SPC,1300000.0,2015
tt3678938,Humpty Sharma Ki Dulhania,2014,"Comedy,Drama,Romance",6.1,Relbig.,380000.0,2014
tt3679060,Dishoom,2016,"Action,Adventure,Comedy",5.1,Eros,813000.0,2016
tt3680410,Last Cab to Darwin,2015,"Comedy,Drama,Romance",7.2,FRun,34200.0,2016
tt3682448,Bridge of Spies,2015,"Drama,History,Thriller",7.6,BV,72300000.0,2015
tt3687186,Heaven Knows What,2014,Drama,6.7,RTWC,80700.0,2015
tt3689910,Miss Hokusai,2015,"Animation,Biography,Drama",6.7,GK,223000.0,2016
tt3691740,The BFG,2016,"Adventure,Family,Fantasy",6.4,BV,55500000.0,2016
tt3696086,The Golden Era,2014,"Biography,Drama,Romance",6.4,CL,103000.0,2014
tt3697566,No Tears for the Dead,2014,"Action,Thriller",6.8,CJ,63100.0,2014
tt3703148,Christmas Eve,2015,Comedy,5.1,Ampl.,91300.0,2015
tt3707106,By the Sea,2015,"Drama,Romance",5.3,Uni.,538000.0,2015
tt3707114,Janis: Little Girl Blue,2015,"Biography,Documentary,Music",7.4,FR,410000.0,2015
tt3713166,Unfriended,2014,"Horror,Mystery,Thriller",5.6,Uni.,32500000.0,2015
tt3715122,L'attesa,2015,Drama,6.6,Osci.,55800.0,2016
tt3715320,Irrational Man,2015,"Comedy,Drama",6.6,SPC,4000000.0,2015
tt3717068,Court,2014,Drama,7.7,Zeit.,22900.0,2015
tt3717252,Underworld: Blood Wars,2016,"Action,Adventure,Fantasy",5.8,SGem,30400000.0,2017
tt3720636,God's Own Country,2014,Drama,6.2,Orion,336000.0,2017
tt3721936,American Honey,2016,"Adventure,Drama,Romance",7.0,A24,663000.0,2016
tt3721954,Maudie,2016,"Biography,Drama,Romance",7.6,SPC,6200000.0,2017
tt3721964,Gringo,2018,"Action,Comedy,Crime",6.1,STX,5000000.0,2018
tt3722070,The Lady in the Van,2015,"Biography,Comedy,Drama",6.7,SPC,10000000.0,2015
tt3726012,Mastizaade,2016,Comedy,2.4,Eros,43400.0,2016
tt3726704,Experimenter,2015,"Biography,Drama,History",6.6,Magn.,156000.0,2015
tt3727750,Gifted,2018,Documentary,7.0,FoxS,24800000.0,2017
tt3731562,Kong: Skull Island,2017,"Action,Adventure,Fantasy",6.6,WB,168100000.0,2017
tt3735246,Bajirao Mastani,2015,"Action,Drama,History",7.2,Eros,6600000.0,2015
tt3740066,Pop Aye,2017,Drama,6.6,KL,78000.0,2017
tt3740778,Mountains May Depart,2015,"Drama,Romance",6.8,KL,82900.0,2016
tt3741632,The Leisure Seeker,2017,"Adventure,Comedy,Drama",6.7,SPC,3200000.0,2017
tt3741860,Awake: The Life of Yogananda,2014,Documentary,7.3,CF&SR,1500000.0,2014
tt3742378,The Second Mother,2015,"Comedy,Drama",7.8,Osci.,377000.0,2015
tt3748512,Hitchcock/Truffaut,2015,Documentary,7.4,Cohen,260000.0,2015
tt3748528,Rogue One: A Star Wars Story,2016,"Action,Adventure,Sci-Fi",7.8,BV,532200000.0,2016
tt3750872,The Wife,2017,Drama,7.2,SPC,9600000.0,2018
tt3754940,Truman,2015,"Comedy,Drama",7.3,FR,211000.0,2017
tt3756788,Our Little Sister,2015,"Drama,Family",7.5,SPC,468000.0,2016
tt3760922,My Big Fat Greek Wedding 2,2016,"Comedy,Romance",6.0,Uni.,59700000.0,2016
tt3766354,The Equalizer 2,2018,"Action,Crime,Thriller",6.7,Sony,102100000.0,2018
tt3767372,Piku,2015,"Comedy,Drama",7.6,Yash,1800000.0,2015
tt3774114,Snowden,2016,"Biography,Drama,Thriller",7.3,ORF,21600000.0,2016
tt3774466,Ashby,2015,"Comedy,Crime,Drama",6.4,TFA,4600.0,2015
tt3778644,Solo: A Star Wars Story,2018,"Action,Adventure,Fantasy",7.0,BV,213800000.0,2018
tt3781476,Monster Hunt,2015,"Action,Adventure,Comedy",6.1,FR,32800.0,2016
tt3783958,La La Land,2016,"Comedy,Drama,Music",8.0,LG/S,151100000.0,2016
tt3787590,We Are Your Friends,2015,"Drama,Music,Romance",6.2,WB,3600000.0,2015
tt3792960,The Brand New Testament,2015,"Comedy,Fantasy",7.1,MBox,128000.0,2016
tt3794028,From the Land of the Moon,2016,"Drama,Romance",6.7,IFC,47700.0,2017
tt3799694,The Nice Guys,2016,"Action,Comedy,Crime",7.4,WB,36300000.0,2016
tt3800010,Fidelio: Alice's Odyssey,2014,"Drama,Romance",6.4,FRun,3600.0,2015
tt3801934,Wild City,2015,"Action,Crime,Thriller",5.8,WGUSA,34900.0,2015
tt3808342,Son of Saul,2015,"Drama,War",7.5,SPC,1800000.0,2015
tt3812366,Ode to My Father,2014,"Drama,War",7.8,CJ,2300000.0,2014
tt3819668,Dragon Ball Z: Resurrection 'F',2015,"Action,Adventure,Animation",7.3,FUN,8000000.0,2015
tt3824458,Tangerine,2015,"Comedy,Crime,Drama",7.1,Magn.,702000.0,2015
tt3825638,Labyrinth of Lies,2014,"Drama,History",7.3,SPC,794000.0,2015
tt3830162,A War,2015,"Crime,Drama,War",7.1,Magn.,123000.0,2016
tt3832914,War Room,2015,Drama,6.5,TriS,67800000.0,2015
tt3836958,Shamitabh,2015,Drama,6.8,Eros,325000.0,2015
tt3837248,Love Live! The School Idol Movie,2015,"Animation,Comedy,Music",6.9,AZ,116000.0,2015
tt3841424,Land of Mine,2015,"Drama,History,War",7.8,SPC,435000.0,2016
tt3843282,Twenty Two,2015,"Crime,Documentary,History",7.5,CL,46800.0,2017
tt3848938,Mr. X,2015,"Action,Crime,Sci-Fi",3.8,FIP,45000.0,2015
tt3850214,Dope,2015,"Comedy,Crime,Drama",7.2,ORF,17500000.0,2015
tt3850496,Chronic,2015,Drama,6.6,MR,9000.0,2016
tt3850590,Krampus,2015,"Comedy,Fantasy,Horror",6.2,Uni.,42700000.0,2015
tt3859980,Mohenjo Daro,2016,"Action,Adventure,Drama",5.8,UTV,1300000.0,2016
tt3862750,The Perfect Guy,2015,"Crime,Drama,Horror",5.6,SGem,57000000.0,2015
tt3863552,Bajrangi Bhaijaan,2015,"Action,Comedy,Drama",8.0,Eros,8199999.0,2015
tt3864024,Lazer Team,2015,"Action,Comedy,Sci-Fi",5.6,Ampl.,1200000.0,2016
tt3874544,The Boss Baby,2017,"Adventure,Animation,Comedy",6.3,Fox,175000000.0,2017
tt3877674,Men & Chicken,2015,"Comedy,Drama,Mystery",6.7,Drft.,30200.0,2016
tt3881784,Stronger,2017,"Biography,Drama",7.0,RAtt.,4200000.0,2017
tt3882000,Microbe & Gasoline,2015,"Adventure,Comedy,Drama",6.7,Scre.,63800.0,2016
tt3882074,The Eagle Huntress,2016,"Adventure,Documentary,Sport",7.5,SPC,3200000.0,2016
tt3890160,Baby Driver,2017,"Action,Crime,Drama",7.6,TriS,107800000.0,2017
tt3890264,Breakup Buddies,2014,"Comedy,Drama,Romance",6.4,CL,778000.0,2014
tt3892172,Leave No Trace,2018,Drama,7.2,BST,6000000.0,2018
tt3892434,That Sugar Film,2014,Documentary,7.4,Gold.,3500.0,2015
tt3896198,Guardians of the Galaxy Vol. 2,2017,"Action,Adventure,Comedy",7.7,BV,389800000.0,2017
tt3901826,The Breadwinner,2017,"Animation,Drama,Family",7.7,GK,312000.0,2017
tt3906082,Mary Shelley,2017,"Biography,Drama,History",6.4,IFC,109000.0,2018
tt3907314,The Iron Ministry,2014,Documentary,6.8,Icar.,3200.0,2015
tt3913244,The Carer,2016,"Comedy,Drama",6.5,Crnth,6200.0,2016
tt3917210,"Life, Animated",2016,"Comedy,Documentary,Drama",7.5,Orch.,255000.0,2016
tt3922818,The Space Between Us,2017,"Adventure,Drama,Romance",6.4,STX,7900000.0,2017
tt3949660,Teenage Mutant Ninja Turtles: Out of the Shadows,2016,"Action,Adventure,Comedy",6.0,Par.,82100000.0,2016
tt3950078,The Taking of Tiger Mountain,2014,"Action,Adventure,Biography",6.5,WGUSA,229000.0,2015
tt3954660,Suntan,2016,Drama,6.6,Strand,6600.0,2017
tt3958034,Don't Breathe,2014,Documentary,6.6,SGem,89200000.0,2016
tt3962828,In the Basement,2014,Documentary,6.7,Strand,3600.0,2015
tt3962848,Welcome to Leith,2015,Documentary,7.0,FRun,36000.0,2015
tt3966404,Mustang,2015,Drama,7.6,Cohen,845000.0,2015
tt3966942,The President,2014,Drama,7.3,Crnth,7600.0,2016
tt3993894,Queen of Earth,2015,"Drama,Thriller",6.3,IFC,91200.0,2015
tt3997238,Do I Sound Gay?,2014,Documentary,5.6,IFC,119000.0,2015
tt4005402,Colonia,2015,"Drama,Romance,Thriller",7.1,Scre.,15700.0,2016
tt4007558,Shaandaar,2015,"Comedy,Drama,Romance",3.7,FIP,522000.0,2015
tt4008606,Hockney,2014,Documentary,6.7,FM,121000.0,2016
tt4016934,The Handmaiden,2016,"Drama,Romance,Thriller",8.1,Magn.,2000000.0,2016
tt4030600,The Bye Bye Man,2017,"Drama,Fantasy,Horror",4.3,STX,22400000.0,2017
tt4034228,Manchester by the Sea,2016,Drama,7.8,RAtt.,47700000.0,2016
tt4034354,Swiss Army Man,2016,"Adventure,Comedy,Drama",7.0,A24,4200000.0,2016
tt4044364,Citizenfour,2014,"Biography,Documentary,Thriller",8.1,RTWC,2800000.0,2014
tt4046784,Maze Runner: The Scorch Trials,2015,"Action,Sci-Fi,Thriller",6.3,Fox,81700000.0,2015
tt4048050,My Golden Days,2015,Drama,6.8,Magn.,269000.0,2016
tt4048272,Toni Erdmann,2016,"Comedy,Drama",7.4,SPC,1500000.0,2016
tt4052882,The Shallows,2016,"Drama,Horror,Thriller",6.3,Sony,55100000.0,2016
tt4054952,Fate/Stay Night: Heaven's Feel - I. Presage Flower,2017,"Action,Animation,Drama",7.3,Fathom,194000.0,2018
tt4056738,Do You Believe?,2015,Drama,6.1,PFR,13000000.0,2015
tt4061010,Blackway,2015,Thriller,5.3,Electric,27100.0,2016
tt4061196,Until Forever,2016,"Drama,Romance",6.4,Linn,35800.0,2016
tt4062536,Green Room,2015,"Horror,Music,Thriller",7.0,A24,3200000.0,2016
tt4073790,The Darkest Minds,2018,"Action,Adventure,Drama",5.7,Fox,12700000.0,2018
tt4080728,A Man Called Ove,2015,"Comedy,Drama,Romance",7.7,MBox,3500000.0,2016
tt4082068,Dheepan,2015,"Crime,Drama",7.2,IFC,262000.0,2016
tt4085084,Disorder,2015,"Drama,Thriller",6.2,IFC,51900.0,2016
tt4094724,The Purge: Election Year,2016,"Action,Horror,Sci-Fi",6.0,Uni.,79200000.0,2016
tt4096620,Troublemakers: The Story of Land Art,2015,"Biography,Documentary,History",6.5,FRun,29500.0,2016
tt4103404,The Forecaster,2014,"Biography,Documentary",6.8,FOR,10200.0,2015
tt4104022,People Places Things,2015,"Comedy,Romance",6.9,TFA,67000.0,2015
tt4110568,Dil Dhadakne Do,2015,"Comedy,Drama,Romance",6.8,Eros,3100000.0,2015
tt4120210,Valley of Love,2015,Drama,5.9,Strand,28600.0,2016
tt4123430,Fantastic Beasts: The Crimes of Grindelwald,2018,"Adventure,Family,Fantasy",6.6,WB,159600000.0,2018
tt4126304,Cartel Land,2015,Documentary,7.4,Orch.,704000.0,2015
tt4126438,The Ones Below,2015,"Drama,Thriller",6.1,Magn.,12500.0,2016
tt4131800,My Little Pony: The Movie,2017,"Adventure,Animation,Comedy",6.1,LGF,21900000.0,2017
tt4135844,Ixcanul,2015,Drama,7.2,KL,295000.0,2016
tt4136084,Florence Foster Jenkins,2016,"Biography,Comedy,Drama",6.8,Par.,27400000.0,2016
tt4139124,Keanu,2016,"Action,Comedy,Crime",6.3,WB (NL),20600000.0,2016
tt4144190,Wiener-Dog,2016,"Comedy,Drama",5.9,IFC,477000.0,2016
tt4145178,Listen to Me Marlon,2015,"Biography,Documentary",8.2,SHO,426000.0,2015
tt4154756,Avengers: Infinity War,2018,"Action,Adventure,Sci-Fi",8.5,BV,678800000.0,2018
tt4158096,Free Fire,2016,"Action,Comedy,Crime",6.4,A24,1800000.0,2017
tt4158624,3 Generations,2015,Drama,5.8,Wein.,156000.0,2017
tt4159182,The Lady in the Car with Glasses and a Gun,2015,"Drama,Mystery,Thriller",5.5,Magn.,2200.0,2015
tt4169250,M.S. Dhoni: The Untold Story,2016,"Biography,Drama,Sport",7.7,FIP,1800000.0,2016
tt4178118,Tunnel,2014,Horror,4.9,WGUSA,569000.0,2016
tt4183692,Woodlawn,2015,"Drama,Sport",6.5,PFR,14400000.0,2015
tt4190530,Anthropoid,2016,"Biography,History,Thriller",7.2,BST,3000000.0,2016
tt4191054,Strange Magic,2015,"Adventure,Animation,Comedy",5.8,BV,12400000.0,2015
tt4193394,Indignation,2016,"Drama,Romance",6.8,RAtt.,3400000.0,2016
tt4193400,The People vs. Fritz Bauer,2015,"Biography,Drama,Thriller",7.1,Cohen,288000.0,2016
tt4196776,Jason Bourne,2016,"Action,Thriller",6.6,Uni.,162400000.0,2016
tt4207112,Score: A Film Music Documentary,2016,"Documentary,Music",7.5,Grav.,101000.0,2017
tt4209788,Molly's Game,2017,"Biography,Crime,Drama",7.5,STX,28800000.0,2017
tt4217392,Kung Fu Yoga,2017,"Action,Adventure,Comedy",5.2,WGUSA,363000.0,2017
tt4228816,In Harmony,2015,Drama,6.3,Distrib.,3100.0,2016
tt4242158,Lost in Hong Kong,2015,"Action,Adventure,Comedy",5.4,WGUSA,1300000.0,2015
tt4243168,Hostiles,2015,"Drama,Thriller",6.6,ENTMP,29800000.0,2017
tt4253360,The Himalayas,2015,"Adventure,Biography,Drama",6.4,CJ,697000.0,2015
tt4257926,Miracles from Heaven,2016,"Biography,Drama,Family",7.1,TriS,61700000.0,2016
tt4258698,Southside with You,2016,"Biography,Drama,History",6.3,RAtt.,6300000.0,2016
tt4262980,Shin Godzilla,2016,"Action,Adventure,Drama",6.7,FUN,1900000.0,2016
tt4263482,The Witch,2015,"Horror,Mystery",6.8,A24,25100000.0,2016
tt4272866,The Boy and the Beast,2015,"Action,Adventure,Animation",7.7,FUN,491000.0,2016
tt4273886,The Beauty Inside,2015,"Drama,Romance",7.4,WGUSA,108000.0,2015
tt4283358,Seasons,2015,Documentary,7.2,MBox,150000.0,2016
tt4285496,Embrace of the Serpent,2015,"Adventure,Drama",7.9,Osci.,1300000.0,2016
tt4291590,Evolution,2015,"Drama,Mystery,Sci-Fi",6.0,IFC,24800.0,2016
tt4291600,Lady Macbeth,2016,"Drama,Romance",6.8,RAtt.,1100000.0,2017
tt4296800,Ladrones,2015,Comedy,4.9,LGF,3100000.0,2015
tt4298958,Sweet Bean,2015,Drama,7.4,KL,125000.0,2016
tt4302938,Kubo and the Two Strings,2016,"Action,Adventure,Animation",7.8,Focus,48000000.0,2016
tt4326444,Julieta,2016,"Drama,Mystery,Romance",7.1,SPC,1500000.0,2016
tt4331970,Being 17,2016,"Drama,Romance",7.2,Strand,52700.0,2016
tt4333662,They Will Have to Kill Us First,2015,Documentary,7.3,BBC,7500.0,2016
tt4334482,Viva,2015,Drama,7.2,Magn.,178000.0,2016
tt4337072,Ghost in the Shell: The New Movie,2015,"Action,Animation,Sci-Fi",6.7,FUN,101000.0,2015
tt4341582,Queen of Katwe,2016,"Biography,Drama,Sport",7.4,BV,8900000.0,2016
tt4353996,The King's Choice,2016,"Biography,Drama,History",7.2,Gold.,113000.0,2017
tt4361050,Ouija: Origin of Evil,2016,"Drama,Horror,Mystery",6.1,Uni.,35100000.0,2016
tt4370382,Cairo Time,2014,"Comedy,Drama,Romance",6.1,IFC,1600000.0,2010
tt4370784,The Innocents,2016,"Drama,History",7.3,MBox,1100000.0,2016
tt4374460,Aferim!,2015,"Adventure,Comedy,Drama",7.6,BWP,108000.0,2016
tt4375438,The Club,2015,"Comedy,Drama,Mystery",7.2,MBox,52800.0,2016
tt4385888,20th Century Women,2016,"Comedy,Drama",7.3,A24,5700000.0,2016
tt4399594,Fitoor,2016,"Drama,Romance",5.4,UTV,529000.0,2016
tt4400174,As I Open My Eyes,2015,Drama,6.8,KL,31000.0,2016
tt4411596,My Cousin Rachel,2017,"Drama,Mystery,Romance",6.0,FoxS,2700000.0,2017
tt4426656,Neither Heaven Nor Earth,2015,"Drama,Fantasy,Mystery",6.3,FM,12800.0,2016
tt4428788,Marguerite,2015,"Comedy,Drama,Music",7.0,Cohen,497000.0,2016
tt4429194,Paris Can Wait,2016,"Comedy,Drama,Romance",5.8,SPC,5600000.0,2017
tt4430136,Pyaar Ka Punchnama 2,2015,"Comedy,Drama,Romance",7.3,Rel.,223000.0,2015
tt4438848,Neighbors 2: Sorority Rising,2016,Comedy,5.7,Uni.,55500000.0,2016
tt4443658,Better Watch Out,2016,"Comedy,Crime,Horror",6.5,WGUSA,20400.0,2017
tt4446472,Porto,2016,"Drama,Romance",6.2,KL,15100.0,2017
tt4465564,Fifty Shades Darker,2017,"Drama,Romance",4.6,Uni.,114600000.0,2017
tt4467262,Katti Batti,2015,"Comedy,Drama,Romance",4.9,UTV,365000.0,2015
tt4468634,Certain Women,2016,Drama,6.3,IFC,1100000.0,2016
tt4468740,Paddington 2,2017,"Adventure,Comedy,Family",7.9,WB,40900000.0,2018
tt4477536,Fifty Shades Freed,2018,"Drama,Romance,Thriller",4.5,Uni.,100400000.0,2018
tt4483460,Argentina,2015,"Documentary,Musical",6.7,FRun,14900.0,2016
tt4494718,Final Portrait,2017,"Biography,Comedy,Drama",6.3,SPC,462000.0,2018
tt4501244,Why Him?,2016,Comedy,6.2,Fox,60300000.0,2016
tt4501454,The Meddler,2015,"Comedy,Drama,Romance",6.3,SPC,4300000.0,2016
tt4505170,Detective K: Secret of the Lost Island,2015,"Action,Adventure,Comedy",6.4,CJ,185000.0,2015
tt4530422,Overlord,2018,"Action,Adventure,Horror",6.7,Par.,21700000.0,2018
tt4535650,Dilwale,2015,"Action,Comedy,Romance",5.2,UTV,4900000.0,2015
tt4537896,White Boy Rick,2018,"Crime,Drama",6.4,Studio 8,24000000.0,2018
tt4538916,Finding Your Feet,2017,"Comedy,Drama,Music",6.7,RAtt.,1400000.0,2018
tt4540710,Miss Sloane,2016,"Drama,Thriller",7.5,EC,3500000.0,2016
tt4550098,Nocturnal Animals,2016,"Drama,Thriller",7.5,Focus,10700000.0,2016
tt4552524,Jeruzalem,2015,Horror,4.7,EpicPics,11300.0,2016
tt4555426,Darkest Hour,2017,"Biography,Drama,History",7.4,Focus,56500000.0,2017
tt4559006,Ae Dil Hai Mushkil,2016,"Drama,Music,Musical",5.8,FIP,4300000.0,2016
tt4559046,Housefull 3,2016,"Action,Comedy",5.2,Eros,1300000.0,2016
tt4560436,Mile 22,2018,"Action,Adventure,Thriller",6.1,STX,36100000.0,2018
tt4569240,A Monster with a Thousand Heads,2015,"Drama,Thriller",6.6,MBox,24900.0,2016
tt4572514,Patriots Day,2016,"Action,Crime,Drama",7.4,LGF,31900000.0,2016
tt4572856,Let's Get Married,2015,"Comedy,Romance",5.6,CL,463000.0,2015
tt4575930,Custody,2016,Drama,6.5,KL,83900.0,2018
tt4585660,Klown Forever,2015,"Comedy,Drama",6.2,Drft.,5700.0,2016
tt4587656,The Star,2017,"Adventure,Animation,Comedy",6.1,Sony,40900000.0,2017
tt4594834,Chi-Raq,2015,"Comedy,Crime,Drama",5.7,RAtt.,2700000.0,2015
tt4595882,Can You Ever Forgive Me?,2018,"Biography,Comedy,Crime",7.2,FoxS,8800000.0,2018
tt4602066,The Catcher Was a Spy,2018,"Biography,Drama,War",6.2,IFC,725000.0,2018
tt4613272,Kaili Blues,2015,"Drama,Mystery",7.3,Ghop,32200.0,2016
tt4618398,Boruto: Naruto the Movie,2015,"Action,Adventure,Animation",8.0,Elev.,920000.0,2015
tt4621016,Ingrid Bergman: In Her Own Words,2015,"Biography,Documentary",7.4,Rialto,138000.0,2015
tt4622512,Battle of the Sexes,2017,"Biography,Comedy,Drama",6.7,FoxS,12600000.0,2017
tt4624424,Storks,2016,"Adventure,Animation,Comedy",6.8,WB,72700000.0,2016
tt4629266,Born in China,2016,Documentary,7.2,BV,13900000.0,2017
tt4630562,The Fate of the Furious,2017,"Action,Crime,Thriller",6.7,Uni.,226000000.0,2017
tt4645330,Denial,2016,"Biography,Drama",6.7,BST,4099999.0,2016
tt4649416,Almost Christmas,2016,"Comedy,Drama",6.1,Uni.,42200000.0,2016
tt4649466,Kingsman: The Golden Circle,2017,"Action,Adventure,Comedy",6.8,Fox,100200000.0,2017
tt4651520,Bad Moms,2016,Comedy,6.2,STX,113300000.0,2016
tt4653272,Buena Vista Social Club: Adios,2017,Documentary,6.9,BG,123000.0,2017
tt4663548,All Saints,2017,Drama,6.0,Affirm,5800000.0,2017
tt4667094,Fifty Shades of Black,2016,Comedy,3.5,ORF,11700000.0,2016
tt4668808,What Our Fathers Did: A Nazi Legacy,2015,"Documentary,History",7.0,Osci.,40100.0,2015
tt4669264,Beirut,2018,"Drama,Thriller",6.4,BST,5000000.0,2018
tt4669788,On the Basis of Sex,2018,"Biography,Drama",6.9,Focus,24600000.0,2018
tt4682786,Collateral Beauty,2016,"Drama,Romance",6.8,WB (NL),31000000.0,2016
tt4682788,Loving Pablo,2017,"Action,Biography,Crime",6.3,Uni.,22000.0,2018
tt4686844,The Death of Stalin,2017,"Comedy,Drama,History",7.2,IFC,8000000.0,2018
tt4687848,Railroad Tigers,2016,"Action,Comedy,War",5.9,WGUSA,218000.0,2017
tt4692234,Arabian Nights: Volume 2 - The Desolate One,2015,Drama,7.2,KL,6400.0,2015
tt4692242,Arabian Nights: Volume 3 - The Enchanted One,2015,Drama,6.5,KL,4500.0,2015
tt4693418,Back to the Jurassic,2015,Animation,5.0,CJ,4400.0,2015
tt4696222,Northern Limit Line,2015,"Drama,War",6.6,WGUSA,338000.0,2015
tt4698684,Hunt for the Wilderpeople,2016,"Adventure,Comedy,Drama",7.9,Orch.,5200000.0,2016
tt4701182,Bumblebee,2018,"Action,Adventure,Sci-Fi",6.9,Par.,127200000.0,2018
tt4701702,Mr. Six,2015,"Action,Drama",7.1,CL,1400000.0,2015
tt4701724,Early Man,2018,"Adventure,Animation,Comedy",6.1,LGF,8300000.0,2018
tt4714782,Personal Shopper,2016,"Drama,Horror,Mystery",6.1,IFC,1300000.0,2017
tt4721400,From Afar,2015,"Drama,Romance",6.6,Strand,30200.0,2016
tt4726636,Slack Bay,2016,Comedy,6.0,KL,113000.0,2017
tt4727712,Book Club,2015,Documentary,6.6,Par.,68600000.0,2018
tt4731136,A Cure for Wellness,2016,"Drama,Fantasy,Horror",6.4,Fox,8100000.0,2017
tt4741774,The Son of Joseph,2016,Drama,6.6,KL,30600.0,2016
