tconst,primary_title,start_year,genres,averagerating,studio,domestic_gross,year,Genre1,Genre2,Genre3
tt1067583,Water for Elephants,2011,"Drama,Romance",6.9,Fox,58700000.0,2011,Drama,Romance,
tt1067774,Monte Carlo,2011,"Adventure,Comedy,Family",5.8,Fox,23200000.0,2011,Adventure,Comedy,Family
tt1071875,Ghost Rider: Spirit of Vengeance,2011,"Action,Fantasy,Thriller",4.3,Sony,51800000.0,2012,Action,Fantasy,Thriller
tt1074638,Skyfall,2012,"Action,Adventure,Thriller",7.8,Sony,304400000.0,2012,Action,Adventure,Thriller
tt1075747,Jonah Hex,2010,"Action,Drama,Fantasy",4.7,WB,10500000.0,2010,Action,Drama,Fantasy
tt1077368,Dark Shadows,2012,"Comedy,Fantasy,Horror",6.2,WB,79700000.0,2012,Comedy,Fantasy,Horror
tt1083452,Eddie the Eagle,2015,"Biography,Comedy,Drama",7.4,Fox,15800000.0,2016,Biography,Comedy,Drama
tt1086772,Blended,2014,"Comedy,Romance",6.5,WB,46300000.0,2014,Comedy,Romance,
tt1091191,Lone Survivor,2013,"Action,Biography,Drama",7.5,Uni.,125100000.0,2013,Action,Biography,Drama
tt1092026,Paul,2011,"Adventure,Comedy,Sci-Fi",7.0,Uni.,37400000.0,2011,Adventure,Comedy,Sci-Fi
tt1121096,Seventh Son,2014,"Action,Adventure,Fantasy",5.5,Uni.,17200000.0,2015,Action,Adventure,Fantasy
tt1124035,The Ides of March,2011,"Drama,Thriller",7.1,Sony,41000000.0,2011,Drama,Thriller,
tt1133985,Green Lantern,2011,"Action,Adventure,Sci-Fi",5.5,WB,116600000.0,2011,Action,Adventure,Sci-Fi
tt1142977,Frankenweenie,2012,"Animation,Comedy,Family",7.0,BV,35300000.0,2012,Animation,Comedy,Family
tt1155076,The Karate Kid,2010,"Action,Drama,Family",6.2,Sony,176600000.0,2010,Action,Drama,Family
tt1185416,When in Rome,2010,"Comedy,Romance",5.6,BV,32700000.0,2010,Comedy,Romance,
tt1194173,The Bourne Legacy,2012,"Action,Adventure,Thriller",6.7,Uni.,113200000.0,2012,Action,Adventure,Thriller
tt1195478,The Five-Year Engagement,2012,"Comedy,Romance",6.2,Uni.,28800000.0,2012,Comedy,Romance,
tt1196141,Diary of a Wimpy Kid,2010,"Comedy,Drama,Family",6.2,Fox,64000000.0,2010,Comedy,Drama,Family
tt1204342,The Muppets,2011,"Adventure,Comedy,Family",7.1,BV,88600000.0,2011,Adventure,Comedy,Family
tt1204977,Ouija,2014,"Horror,Mystery,Thriller",4.5,Uni.,50900000.0,2014,Horror,Mystery,Thriller
tt1210166,Moneyball,2011,"Biography,Drama,Sport",7.6,Sony,75600000.0,2011,Biography,Drama,Sport
tt1210819,The Lone Ranger,2013,"Action,Adventure,Western",6.4,BV,89300000.0,2013,Action,Adventure,Western
tt1211837,Doctor Strange,2016,"Action,Adventure,Fantasy",7.5,BV,232600000.0,2016,Action,Adventure,Fantasy
tt1212419,Hereafter,2010,"Drama,Fantasy,Romance",6.5,WB,32700000.0,2010,Drama,Fantasy,Romance
tt1213641,First Man,2018,"Biography,Drama,History",7.4,Uni.,44900000.0,2018,Biography,Drama,History
tt1216475,Cars 2,2011,"Adventure,Animation,Comedy",6.2,BV,191500000.0,2011,Adventure,Animation,Comedy
tt1216492,Leap Year,2010,"Comedy,Romance",6.5,Uni.,25900000.0,2010,Comedy,Romance,
tt1217209,Brave,2012,"Adventure,Animation,Comedy",7.1,BV,237300000.0,2012,Adventure,Animation,Comedy
tt1219342,Legend of the Guardians: The Owls of Ga'Hoole,2010,"Action,Adventure,Animation",7.0,WB,55700000.0,2010,Action,Adventure,Animation
tt1222815,Chimpanzee,2012,Documentary,7.2,BV,29000000.0,2012,Documentary,,
tt1222817,Zookeeper,2011,"Comedy,Family,Romance",5.2,Sony,80400000.0,2011,Comedy,Family,Romance
tt1223236,African Cats,2011,"Adventure,Documentary",7.6,BV,15400000.0,2011,Adventure,Documentary,
tt1226229,Get Him to the Greek,2010,"Adventure,Comedy,Music",6.4,Uni.,61000000.0,2010,Adventure,Comedy,Music
tt1226273,Edge of Darkness,2010,"Crime,Drama,Mystery",6.6,WB,43300000.0,2010,Crime,Drama,Mystery
tt1231583,Due Date,2010,"Adventure,Comedy",6.5,WB,100500000.0,2010,Adventure,Comedy,
tt1232200,That's My Boy,2012,Comedy,5.6,Sony,36900000.0,2012,Comedy,,
tt1232829,21 Jump Street,2012,"Action,Comedy,Crime",7.2,Sony,138400000.0,2012,Action,Comedy,Crime
tt1235522,Broken City,2013,"Crime,Drama,Thriller",6.2,Fox,19700000.0,2013,Crime,Drama,Thriller
tt1240982,Your Highness,2011,"Adventure,Comedy,Fantasy",5.5,Uni.,21600000.0,2011,Adventure,Comedy,Fantasy
tt1243957,The Tourist,2010,"Action,Adventure,Thriller",6.0,Sony,67600000.0,2010,Action,Adventure,Thriller
tt1243974,Aloha,2015,"Comedy,Drama,Romance",5.4,Sony,21100000.0,2015,Comedy,Drama,Romance
tt1258972,The Man with the Iron Fists,2012,Action,5.4,Uni.,15600000.0,2012,Action,,
tt1268799,A Very Harold & Kumar 3D Christmas,2011,"Adventure,Comedy",6.3,WB,35100000.0,2011,Adventure,Comedy,
tt1270798,X-Men: First Class,2011,"Action,Adventure,Sci-Fi",7.7,Fox,146400000.0,2011,Action,Adventure,Sci-Fi
tt1272878,2 Guns,2013,"Action,Comedy,Crime",6.7,Uni.,75600000.0,2013,Action,Comedy,Crime
tt1279935,Date Night,2010,"Comedy,Crime,Romance",6.3,Fox,98700000.0,2010,Comedy,Crime,Romance
tt1284575,Bad Teacher,2011,"Comedy,Romance",5.7,Sony,100300000.0,2011,Comedy,Romance,
tt1285016,The Social Network,2010,"Biography,Drama",7.7,Sony,97000000.0,2010,Biography,Drama,
tt1287468,Cats & Dogs: The Revenge of Kitty Galore,2010,"Action,Comedy,Family",4.3,WB,43600000.0,2010,Action,Comedy,Family
tt1294226,The Last Song,2010,"Drama,Music,Romance",6.0,BV,63000000.0,2010,Drama,Music,Romance
tt1298649,The Watch,2012,"Action,Comedy,Horror",5.7,Fox,35400000.0,2012,Action,Comedy,Horror
tt1298650,Pirates of the Caribbean: On Stranger Tides,2011,"Action,Adventure,Fantasy",6.6,BV,241100000.0,2011,Action,Adventure,Fantasy
tt1300854,Iron Man 3,2013,"Action,Adventure,Sci-Fi",7.2,BV,409000000.0,2013,Action,Adventure,Sci-Fi
tt1302067,Yogi Bear,2010,"Adventure,Animation,Comedy",4.6,WB,100200000.0,2010,Adventure,Animation,Comedy
tt1305591,Mars Needs Moms,2011,"Adventure,Animation,Family",5.4,BV,21400000.0,2011,Adventure,Animation,Family
tt1308729,Bullet to the Head,2012,"Action,Crime,Thriller",5.7,WB,9500000.0,2013,Action,Crime,Thriller
tt1314655,Devil,2010,"Horror,Mystery,Thriller",6.2,Uni.,33600000.0,2010,Horror,Mystery,Thriller
tt1318514,Rise of the Planet of the Apes,2011,"Action,Drama,Sci-Fi",7.6,Fox,176800000.0,2011,Action,Drama,Sci-Fi
tt1320261,Gulliver's Travels,2010,"Adventure,Comedy,Family",4.9,Fox,42800000.0,2010,Adventure,Comedy,Family
tt1321870,Gangster Squad,2013,"Action,Crime,Drama",6.7,WB,46000000.0,2013,Action,Crime,Drama
tt1323045,Frozen,2010,"Adventure,Drama,Sport",6.2,BV,400700000.0,2013,Adventure,Drama,Sport
